value,anomaly
5.284448492902445,0
5.059322287294425,0
0.34971840846281516,1
4.223051382283853,0
3.9204035215222355,0
3.5229953934977876,0
3.463192956218058,0
3.194763720689713,0
2.8797130313413764,0
2.992849808958343,0
2.9578690237158245,0
3.3870116593831385,0
3.368404390235474,0
3.6950815899994423,0
4.109061704054117,0
4.392819982616381,0
4.944210188985178,0
8.688579552306859,1
5.593915486825036,0
5.823468872241788,0
5.814255745861492,0
5.907498644383013,0
6.070650570072962,0
5.92866125065517,0
5.564475804365608,0
5.369882990885576,0
4.939117942007182,0
4.696091160156948,1
3.8680293237859775,1
2.9800389036626784,1
2.0121939024973523,1
1.2961731416105193,1
0.7012313940757462,1
-0.006289944819196869,1
-0.34143060504641554,1
-0.9523321006064158,1
-6.190348906495418,1
-0.9695818854385303,0
-0.7081617217658227,0
-0.3991692505462101,0
0.17239904555352314,0
0.3606441142992338,0
0.757602963779366,0
1.0470697017903658,0
1.242504559719166,0
1.3405041544519856,0
1.6248118917514605,0
1.4192695683388505,0
8.688579552306859,1
1.138556032670687,0
0.8810104786918034,0
0.5114469783964735,0
0.24447951442335114,0
-0.3087077675594294,0
-0.40644215926946714,0
-0.9902355868626849,0
-1.146001230012235,0
-1.2860385138494568,0
-1.6245700298772228,0
-1.5030056366624658,0
-1.2495613717221166,1
-1.392859385379408,0
-1.0101413481846215,0
-0.7739996412961139,0
-0.38249991952580054,0
0.14927052373156524,0
0.412259666086344,0
0.7214046059457648,0
0.9956344337049856,0
1.1646041679960373,0
1.3880025325900736,0
1.2452602053448667,1
1.5051093926246804,0
1.275187358871611,0
1.2485379555529512,0
0.8644065275566701,0
0.4993554640468849,0
0.14364671626506453,0
-0.13272521267009196,0
-0.519496785088398,0
-0.7484783595257083,0
-1.1172892857507142,0
-1.26945105497792,0
-1.3176024586742674,0
-1.5312342440834588,0
-1.3778968048986266,0
-1.279600504836882,0
-0.950525833149193,0
-0.7676292395162365,0
-0.25482232642334246,0
0.04533176539419781,0
0.305007549436235,0
0.7670322563546046,0
0.9940408277191661,0
1.274125071225721,0
1.524710786441044,0
1.4869655572040485,1
1.343276540043052,0
1.378868885216078,0
1.1303384566679573,0
0.9212305634005347,0
0.5241141127459308,0
0.22378177265277976,0
-0.29523205001417363,0
-0.5216088396537781,0
-0.9437989078946334,0
-1.124010568025863,0
-1.3692043810742804,0
-1.0571149882060435,1
-1.0325254262033583,1
-1.2027078605076678,1
-1.1431464401105877,1
-1.195867369161972,1
-1.1520532350966333,1
-1.2516470471554584,1
0.06966409261639228,1
1.26664915975155,1
1.1290460196456178,1
2.102633699280719,1
1.1927396899798075,0
1.3444929852215557,0
1.478938936426009,0
1.4287973381562797,0
1.2835296865903558,0
1.1623871092455893,0
8.688579552306859,1
0.636603488000707,0
0.2575288477564728,0
-0.3581866249479271,0
-0.5782996268570137,0
-0.8939797836394199,0
-1.064526319886319,0
-1.4042546215536529,0
-1.494051361684753,0
-1.4109807847538578,0
-1.3395871013870977,0
-1.2517485734770828,1
-1.1942262706824014,1
-1.1819034339648011,1
-1.3081908300890692,1
-0.016340546416568458,1
1.3407273069359729,1
1.1374129003299682,1
1.1154720395308448,1
1.1831526730262514,1
1.1817793084844102,1
1.669492802799077,0
1.4029606928636253,0
1.3656272720896925,0
1.3462272666470447,0
0.9119477595956145,0
0.4108242499780346,0
0.28380875273631023,0
-0.22141897013196044,0
-0.6474606819464368,0
-0.8340152908240563,0
-1.1781525394956116,0
-1.387412322818819,0
-1.513678908103957,0
-1.4353057625174213,0
-1.2970352961892733,1
-1.1526766786264453,0
-0.999099822592493,0
-0.7586779233152301,0
-0.29485987502067346,0
0.08241569899252177,0
8.688579552306859,1
0.7795708360077218,0
1.0054320936338303,0
1.3025227440983858,0
1.4616848260579363,0
1.7002152386948524,0
1.6248623348477702,0
1.4132958350670215,0
1.1115417201575992,0
8.688579552306859,1
1.156547236638949,1
0.22602841299467613,0
-0.20800821266425018,0
-0.616391480676854,0
-0.7647292641720238,0
-1.237721529010817,0
-1.3003873913366029,0
-1.5633888738031345,0
-1.483812306780779,0
-1.4922645875626372,0
-1.2576712540330277,0
-1.0986832840616323,0
-6.190348906495418,1
-0.3593591261857565,0
-0.04113692102064537,0
0.36908720801436257,0
0.9606348004497325,0
1.276885922712848,0
2.3391421626352775,1
1.5025519917643586,0
1.6353793331115836,0
1.448220103957261,0
1.3946468653593467,0
1.0749329083836465,0
0.9249479329344412,0
0.5586761926725714,0
0.21678401397508473,0
-0.087895043516931,0
-0.4268024898809246,0
-0.9051534583068959,0
-1.1465034169747872,0
-1.241160895987111,0
-1.4815225643528258,0
-6.190348906495418,1
-1.3600093908807622,0
-1.2598431539600004,0
-1.1261640160885413,0
-0.7047516627584383,0
-0.28328522123827327,0
-0.034863192770385076,0
0.28778437740035656,0
0.7412676080186253,0
1.0531226199728838,0
1.256586134649528,0
1.387161384831575,0
1.453173392707912,0
1.403737336250424,0
1.3871218101697513,0
1.282021135038845,1
0.7533091494548874,0
0.5640817237541178,0
0.34793635500862674,0
0.016100170393536395,0
-0.7001516326328927,0
-0.8411919095143752,0
-1.115031875656257,0
-1.9457519376409336,1
-1.379401416023276,0
-1.5135498849250064,0
-1.4455050274762522,0
-1.265739102797391,0
-0.9907990302216367,0
-0.8694030775708033,0
-0.9051562660943588,1
-0.08724268666353385,0
0.3714466476747589,0
0.7474608873486677,0
0.9993334401845106,0
1.3310275437708952,0
1.408089976977677,0
1.6088300749374582,0
8.688579552306859,1
1.3816310506227905,0
1.1066988001280906,0
0.8802436720912681,0
0.6266574527273057,0
0.1782801084204193,0
-1.0877119998173947,1
-1.1873634263635733,1
-6.190348906495418,1
-1.2186327975570794,1
-1.2155313948076163,1
-1.2045002942888932,1
-1.305486769619623,1
-1.1291192253684201,1
-1.1758681765967944,1
-1.1930103462648152,1
-0.7208143606072603,0
-1.0558627099830433,1
0.014110271779200545,0
0.3301150383067277,0
0.9285143585107041,0
8.688579552306859,1
1.1865984266414435,0
1.4718138017854847,0
8.688579552306859,1
1.359698588914008,0
1.38193676659614,0
1.006998293453366,0
0.8942131372165143,0
8.688579552306859,1
0.27636778728647826,0
-0.2212554493007044,0
-0.4967652864700369,0
-0.8932915125513095,0
-2.0887816832523765,1
-1.3824223415882653,0
-1.4836780795392137,0
-1.4900818607698554,0
-1.2040234355976245,1
-1.420142282448328,0
-0.9680367030294965,0
-0.7401043532710361,0
-0.4618656878030576,0
-0.014834796769574332,0
0.3089343715513273,0
0.7244003233424761,0
8.688579552306859,1
1.186266918255014,0
1.4435226803755379,0
1.4319656302649282,0
1.5048120190058638,0
1.1255341181102088,1
1.1679315341458256,0
0.8382647943676576,0
8.688579552306859,1
0.299591932756468,0
-0.21483611427286053,0
-0.5254545119804668,0
-0.8043317136785655,0
-1.0415791322028998,0
-1.433476662112576,0
-1.388799769703085,0
-6.190348906495418,1
-6.190348906495418,1
-1.1633774319375236,0
-1.0795634302229864,0
-0.7043149808428675,0
-0.29560888743884917,0
0.12127049266423207,0
0.3689225629528323,0
0.7040296600321732,0
0.9970662876532961,0
1.2639758612026322,0
1.5040536278864396,0
1.3478034246470365,0
1.4525783473097715,0
1.4146677356571695,0
1.21158108176388,0
8.688579552306859,1
0.6294662610004957,0
0.19247845814842623,0
-0.2580660381631876,0
-0.6318699142936648,0
-0.9288863179859224,0
-1.1784411960283192,0
-1.2792676615825922,0
-6.190348906495418,1
-1.5928622736904252,0
-1.497408776388152,0
-1.6857415557614706,1
-1.1831409751596498,0
-0.6273571453006177,0
-0.3707189992737181,0
0.048988188910762176,0
0.4149108484185966,0
0.7328603263970894,0
1.001520278057784,0
1.1662045094366413,0
1.395722953015551,0
1.4889568780951703,0
8.688579552306859,1
1.4289518270976411,0
1.2460189086113251,0
0.8084605143021295,0
0.5465503862455869,0
0.21446034405968106,0
-0.18432204073036296,0
-0.4557355189944001,0
-0.901719776045141,0
-1.906191285130532,1
-1.9902624255611938,1
-1.5086363427946345,0
-1.6039718137508823,0
-1.3661728664817057,0
-1.1648842027637345,0
-0.9649037202829991,0
-0.7420322304379292,0
-6.190348906495418,1
-0.05283417773242327,0
0.46388371880115553,0
0.5844629480999775,0
0.9992022415834825,0
1.1503924459972756,0
1.3927093541439084,0
1.4117244127432271,0
1.4632401196722422,0
1.404819010733208,0
1.1547530203113965,0
0.9098701404883034,0
0.5344431525625342,0
0.261435450549925,0
-0.10596873549833319,0
-1.4573576477477008,1
-0.8059178372237925,0
-6.190348906495418,1
-6.190348906495418,1
-1.4507397984703694,0
-1.5943989037394788,0
-1.3629949955833602,0
-1.2866576182056457,0
-6.190348906495418,1
-6.190348906495418,1
-0.31621445667332626,0
0.1579108086800059,1
1.2661318966123034,1
0.8192832028747521,0
1.0161305191910999,0
1.3914347409624117,0
1.3230762022102502,0
1.7863855681541305,0
1.704098918100465,0
1.4195520459761362,0
8.688579552306859,1
8.688579552306859,1
0.6056272495551234,0
0.21497163110274276,0
-0.13454375025725263,0
-0.47202790297063135,0
-0.9188159250519661,0
-1.1457976931309615,0
-1.3634579680743881,0
-1.4573644475330205,0
-1.4450878883575182,0
-1.5696986331779783,0
-1.2577518895486293,0
-0.8951825964672739,0
-0.7522979337669948,0
-0.9540228051309774,1
-0.5505173416099387,1
-0.5733752656533193,1
-0.91161978277814,1
-0.9563566271353459,1
-1.474254765395334,1
-1.4591463631888004,1
-2.008181081793735,1
-2.42414985896752,1
-3.1846615714797393,1
-3.323575625140731,0
-3.438253248212214,0
-4.023640805044643,0
0.6116601582259402,1
-4.854613162123993,0
-5.246119398201989,0
-5.330008776276857,0
-5.652674271098489,0
-5.894570080033306,0
-5.974169422653395,0
-6.035864616921359,0
-5.90392151255211,0
-5.708483813437194,0
-5.45270499525655,0
-5.221310495633325,0
-4.811549369195806,0
-4.4484180228153765,0
-4.097478304834045,0
1.3973095549715033,1
-3.6795821658077905,0
8.688579552306859,1
-3.0909703923596954,0
-3.1230659529722065,0
-2.967242162680579,0
-3.141794404987115,0
-3.4453685271677097,0
-3.5533676835996477,0
-3.888466047442982,0
-4.223728711126768,0
-4.775407230359232,0
-5.011818371714199,0
-5.444892419816885,0
-5.871392530153612,0
-5.896878501407478,0
-5.997512550396298,0
-5.83336939932982,0
-5.901932090237263,0
-5.657891781687326,0
-5.559617202083814,0
-5.154269924767775,0
-4.957546952021563,0
-4.41639495805261,0
-4.218957726626602,0
-3.675724046732448,0
-3.4798436661382617,0
-3.2856292960272686,0
8.688579552306859,1
-2.937618706328707,0
-3.095530065982074,0
-3.121187087193996,0
-3.3841895637950277,0
-3.6058989876071372,0
-3.9465627429662575,0
8.688579552306859,1
-4.763301035847384,0
-5.150594218891509,0
-5.3481659099289836,0
-5.644629965212161,0
-5.719517466675736,0
-5.96295580770639,0
-6.129429631443607,0
-5.818014470475646,0
-5.8521252903336425,0
-1.5181348099681122,1
-5.257807596433647,0
-4.814011220853988,0
-4.513651562611837,0
-4.20221872308246,0
8.688579552306859,1
-3.5439996361397643,0
-3.2880722055610514,0
2.065466324348729,1
-2.992755310344622,0
-3.0114330841197123,0
-3.0474528034650596,0
-3.419490725939676,0
-3.6732474573299303,0
-3.9964125794514036,0
-4.370914257527829,0
-6.190348906495418,1
-5.085648368484449,0
-5.474671903060173,0
-5.677653847643459,0
-5.906751024012248,0
-6.055315700963213,0
-5.954675824188248,0
-6.072425295614895,0
-5.746697046479234,0
-5.4114141344302755,0
-1.0912375789648199,1
-4.756319202923514,0
-4.51520121170433,0
8.688579552306859,1
-3.692229363787302,0
-3.397444825435173,0
-3.302014663859854,0
-3.2406096455389104,0
-3.037664680880754,0
-2.90445355122292,0
-3.1484519038296224,0
-3.4488200894854204,0
-3.6768219942647598,0
-3.895415863200556,0
-4.276531639804931,0
-4.708433736004274,0
-5.038327372363517,0
-5.407101643345671,0
-5.6664432872288515,0
-5.9659190232883965,0
-6.072634613620146,0
-6.0503577743373285,0
-5.972048582700962,0
-5.846910058681459,0
-6.190348906495418,1
-5.182192577756805,0
-4.783123035358532,0
-4.5057630254778775,0
-4.178969258085974,0
-3.8483926927916876,0
-3.6433258382754055,0
2.031103178441827,1
-3.168294552608673,0
-2.930682642490188,0
-2.9876933602702778,0
1.5462545523331468,1
-3.259391546517308,0
-3.62650266875389,0
-3.9521756297594344,0
-4.37518884908911,0
-4.7444707706684035,0
-5.088379227619155,0
-5.342336789971121,0
-5.675613640191031,0
-5.83076518993942,0
-5.9566440671612355,0
-3.127981051120078,1
-3.7166717375815495,1
-4.633124956333534,1
-5.686669982438092,1
-6.1228723301722106,1
-5.487489062341362,1
8.688579552306859,1
-3.4067295833972953,1
-2.9990053398139214,1
-3.5120564218348616,1
-3.349613917575077,0
1.678464191551673,1
-3.0186648158758587,0
-2.8885788037682403,0
-3.1436621038951387,0
-3.2284114187187063,0
-3.78220865680564,0
-4.015707194031442,0
-4.296020205721325,0
-4.760428525030019,0
-4.976475096136879,0
-5.457593719994668,0
-5.587890899443737,0
-5.925714777895227,0
-6.007208500319171,0
-5.918986280496238,0
-5.983249156139074,0
-5.734660519632165,0
-5.521837336218191,0
-5.229230166565202,0
-4.726452574079559,0
-4.457404246376223,0
-4.134588017331348,0
-3.7721756667098134,0
-3.5602994871115854,0
-3.208981150007423,0
-3.030865219014938,0
-2.935340487978535,0
-2.8857834086091323,0
-3.1104634256659223,0
-3.433538954950852,0
-3.601356211725724,0
-3.990511913746701,0
-4.366919702883807,0
-4.741380469260234,0
-5.047921416935051,0
-5.443440293811227,0
-2.0808573288808856,1
-6.190348906495418,1
-6.190348906495418,0
-6.008934441650711,0
-6.041454911174917,0
-5.809837858277403,0
-5.669763574156498,0
-5.373301207409737,0
-4.855117632020036,0
-4.538133966386418,0
-4.130584797037393,0
-3.7799965176115986,0
-3.527727359035577,0
-3.1196309565024958,0
-3.0463383193313627,0
-2.8096865814302543,0
-2.9075200307215034,0
-3.0911836000893658,0
-3.3455960618691636,0
-3.662540776655238,0
1.0832100537292337,1
-4.30192143879529,0
-4.615133333102751,0
-5.131565287231169,0
-5.383823292910019,0
-5.749690677721796,0
-5.849245757026592,0
-5.932761576104015,0
-1.0235436141600238,1
-5.90504380047787,0
-5.814189624651107,0
-6.190348906495418,1
-5.221406296027013,0
-0.8370378673844939,1
-4.475891679652911,0
-4.109451216561453,0
-3.7012480671913828,0
-3.5755800842436756,0
-3.21276828269016,0
-3.145056416843973,0
-3.022498353917417,0
-3.1261309476118164,0
-3.1399613471118695,0
-3.4531781863796596,0
-3.68039225187381,0
-3.7758986475371668,0
-4.264908573770107,0
-4.616546957083262,0
-5.114408909422792,0
-5.294642900623288,0
-5.679134247075616,0
-5.897694905410532,0
-5.932898419440518,0
-1.1182879729625455,1
-5.83371509345751,0
-6.190348906495418,1
-5.5853532223565505,0
-5.257593420631444,0
-4.8657643049984,0
-0.07969930623896378,1
-4.132917642956901,0
-3.8012408873685786,0
-3.4042135676751046,0
5.724403587549046,1
6.3958263737521275,1
7.002149520760097,1
7.466011942065957,1
7.875185068264621,1
8.060707664601711,1
8.388545721760396,1
8.53948535270471,1
8.621572508281774,1
8.688579552306859,1
-1.4462496338208766,1
-1.4554414448558965,1
-0.7285214343151907,1
0.38717297906973336,1
1.217877317677556,1
1.4305095186550503,1
0.9875745136153711,1
-0.1158538482814766,1
-1.208199617359421,1
-1.6003156359388253,1
-0.47274325208198853,0
0.06873574969810292,1
1.0351900541788046,1
1.5741776727013317,1
1.1792503983452995,1
0.19751241459346502,1
8.688579552306859,1
-1.4373818056501726,1
-1.2546442409166119,1
-0.4316289108914866,1
0.7864245250650974,1
0.9057743988576075,0
0.3694098265709407,0
0.261002878666206,0
-0.23618593485272044,0
-0.5302243867591336,0
-0.9164764730899186,0
-1.1267648411484377,0
-6.190348906495418,1
-1.5552540725691575,0
-1.536565349157307,0
-1.4494149878874243,0
-1.2086805057497898,0
-1.0445019816331342,0
-0.7359642305406098,0
-0.20138718389726762,0
-6.190348906495418,1
0.41561634730451935,0
0.7281469524696469,0
1.0829449728973257,0
1.335091136486386,0
2.037690735099144,1
1.430685447549509,0
1.5616015871490072,0
1.3932177943333137,0
1.111522306608724,0
0.9463405473260522,0
0.44173754455858827,0
0.23692311522378517,0
-0.46633538653460427,1
-0.4514440627929339,0
-0.9311391831234541,0
-1.1864497986465334,0
-1.3826341148782664,0
-1.503177277496956,0
-1.6064082311139067,0
-1.4274027688553268,0
-1.3239848614286114,0
-0.9636577221188194,0
-0.6632395710462244,0
-0.4718569101476504,0
0.0009864777418489012,0
0.3845270828258087,0
0.6636508838716892,0
1.1294285503281394,0
1.2667925479180404,0
1.4605743397697344,0
1.4665616908975583,0
1.5247398377925414,0
1.5735382725822031,0
1.1116557060281815,0
0.9090697839768822,0
0.5764200416311702,0
8.688579552306859,1
-0.46639244931563817,1
-0.6814606865625876,0
-0.9585931725462338,0
-1.1156502946325357,0
-1.4809924683108715,0
-1.423259827913224,0
-1.4760159198796252,0
-1.3963809609928948,0
-1.221852524652494,0
-1.0301877780539215,0
-0.6742295279213906,0
-0.45759426698924877,0
0.01683858155497653,0
0.38096315201298125,0
8.688579552306859,1
1.0128570355523427,0
1.4163382520856835,0
1.4695265308125318,0
1.3943863775621042,0
1.386601872633566,0
1.4371775459334701,0
1.0316451042209351,0
0.992463032110285,0
0.48222225836693333,0
0.19778141914045833,0
-0.19032700266428826,0
-1.1765267389384193,1
-0.8353459181304963,0
-0.9393384795092814,0
-1.225253996171963,0
-1.3915810580283576,0
-1.6630496381967461,0
-1.4283833315851204,0
-1.173697874801448,0
-1.0610350638535913,0
-0.5632746061890597,0
-6.190348906495418,1
-0.004398293447984258,0
4.807484836751227,1
4.713421583632763,1
8.688579552306859,1
4.258432079647324,1
3.872024461847371,1
3.6167223102384396,1
3.0475119031435574,1
2.3206322524302894,1
1.7029969745859317,1
0.847672901056371,1
-3.9021307016157643,0
-4.375918820952933,0
-4.692091072545114,0
-4.970377231976405,0
-5.520153499530263,0
-2.2221589001369297,1
-5.888400530912408,0
-6.07106262028452,0
-6.082247515732906,0
-6.061407592805336,0
-5.816108659014784,0
-5.335624231484987,0
-5.345456182962858,0
-4.872561006110965,0
-4.4593715511544385,0
-4.136872672131975,0
-3.805774711231649,0
-3.3276326307568684,0
-3.3116486895787984,0
-3.094834759006895,0
-3.047879104292,0
1.1879112072574556,1
-3.2167079821691003,0
-3.4465658787371343,0
-3.680087128361441,0
-4.073917182139258,0
-4.38071664509134,0
-4.64722775542625,0
-4.937822133985907,0
-5.291871577354039,0
-5.747457761468434,0
-6.009022843450595,0
-5.969402495018077,0
-6.0372618698241425,0
-5.918549084297261,0
-5.720355474348558,0
-5.458940750862929,0
-5.098686588047652,0
-4.936246307317248,0
-4.5047553991015405,0
-4.090286149110934,0
-3.724529331762028,0
-3.553559508676045,0
-3.2024762131159745,0
-3.0992921211100635,0
-2.9099456709916813,0
-3.0188119475707555,0
-3.3033982923812504,0
-3.3955038964624356,0
-3.706881973630612,0
-3.859238008836691,0
0.23917556392990325,1
-4.743728294520071,0
-5.11863122274049,0
-5.418864253574451,0
-6.190348906495418,1
-5.879871933315561,0
-5.946757546923541,0
-5.897430184156631,0
-5.908729205171351,0
-5.753602476365236,0
-5.4430630403823645,0
-5.223657175293164,0
-0.5789059309044259,1
-4.584747828436267,0
-4.070061060946003,0
-3.8597648065151766,0
-3.495897144736378,0
-3.121037319619149,0
-3.06245453489728,0
-2.860203676143188,0
-3.0495346034847124,0
-3.177039321730744,0
-3.6106014924943377,1
-3.1719016448855397,1
-3.2932140532058467,1
-3.9576850656452045,1
-5.125995308659565,1
-5.859432048059272,1
-5.962837818439214,1
-5.29704131264355,1
-4.1587863857077565,1
-3.3216590029573547,1
-5.945892726341411,0
-5.981933927473859,0
-5.667016025228303,0
-5.457295394593251,0
-5.2066485925337656,0
-4.773409848836916,0
